id,district_id,municipality_id,microregion_id,mesoregion_id,state_id,name
43051080515,430510805,4305108,43016,4302,43,RA 06 - Rizzo
43051080516,430510805,4305108,43016,4302,43,RA 07 - Forqueta
43051080517,430510805,4305108,43016,4302,43,RA 08 - Ana Rech
43051080518,430510805,4305108,43016,4302,43,RA 09 - Galópolis
43051080519,430510805,4305108,43016,4302,43,RA 10 - Serrano
43051080520,430510805,4305108,43016,4302,43,RA 11 - Planalto
43051080521,430510805,4305108,43016,4302,43,RA 12 - Presidente Vargas
43051080522,430510805,4305108,43016,4302,43,RA 13 - São Giácomo
43051080523,430510805,4305108,43016,4302,43,RA 14 - Nossa Senhora da Saúde
43051080524,430510805,4305108,43016,4302,43,RA 15 - Santa Fé
43054390501,430543905,4305439,43035,4307,43,Área de Planejamento 01
43066010506,430660105,4306601,43031,4306,43,Sede
43066010507,430660105,4306601,43031,4306,43,Caveiras
43066010508,430660105,4306601,43031,4306,43,Vacaiquá
43066010509,430660105,4306601,43031,4306,43,Ponche Verde
43066010510,430660105,4306601,43031,4306,43,Fontouras
43077080510,430770805,4307708,43026,4305,43,Leste
43077080515,430770805,4307708,43026,4305,43,Norte
43077080520,430770805,4307708,43026,4305,43,Oeste
43077080525,430770805,4307708,43026,4305,43,Sul
43141000501,431410005,4314100,43010,4301,43,"Região do Bairro Centro ""Centro e Vila Vergueiro"""
43141000502,431410005,4314100,43010,4301,43,Região do Bairro Boqueirão
43141000503,431410005,4314100,43010,4301,43,Região do Bairro Vera Cruz
43141000504,431410005,4314100,43010,4301,43,Região do Bairro Petrópolis
43141000505,431410005,4314100,43010,4301,43,Região do Bairro São Luiz Gonzaga
43141000506,431410005,4314100,43010,4301,43,"Região do Bairro ""Vila Cruzeiro"""
43141000507,431410005,4314100,43010,4301,43,Região do Bairro Lucas de Araújo
